Ticker,DateScenario,Currency,NbShares,Portfolio,RiskType,ScenarioValue
SPY,2022-05-23,USD,201122,SP500,FXReturn,-895572.36224686156
SPY,2022-05-24,USD,201122,SP500,FXReturn,-313095.19850861846
SPY,2022-05-25,USD,201122,SP500,FXReturn,373160.31449996633
SPY,2022-05-27,USD,201122,SP500,FXReturn,-327870.98095603113
SPY,2022-05-31,USD,201122,SP500,FXReturn,-43524.272340203992
SPY,2022-06-01,USD,201122,SP500,FXReturn,632335.66369100369
SPY,2022-06-02,USD,201122,SP500,FXReturn,-712937.13567652658
SPY,2022-06-03,USD,201122,SP500,FXReturn,196809.11595901768
SPY,2022-06-07,USD,201122,SP500,FXReturn,136808.07050153517
SPY,2022-06-08,USD,201122,SP500,FXReturn,-109415.24075310193
SPY,2022-06-09,USD,201122,SP500,FXReturn,727282.407676587
SPY,2022-06-10,USD,201122,SP500,FXReturn,716188.02863387868
SPY,2022-06-13,USD,201122,SP500,FXReturn,766493.77296005434
SPY,2022-06-14,USD,201122,SP500,FXReturn,-41750.073107116921
SPY,2022-06-15,USD,201122,SP500,FXReturn,-200509.67987741105
SPY,2022-06-16,USD,201122,SP500,FXReturn,-720123.56536412076
SPY,2022-06-17,USD,201122,SP500,FXReturn,326341.14577494614
SPY,2022-06-21,USD,201122,SP500,FXReturn,-179808.24424332246
SPY,2022-06-22,USD,201122,SP500,FXReturn,-271356.53996692895
SPY,2022-06-23,USD,201122,SP500,FXReturn,284461.85504817852
SPY,2022-06-27,USD,201122,SP500,FXReturn,-409659.65313184931
SPY,2022-06-28,USD,201122,SP500,FXReturn,456375.78540727124
SPY,2022-06-29,USD,201122,SP500,FXReturn,550833.62124543136
SPY,2022-06-30,USD,201122,SP500,FXReturn,-300605.54257670493
SPY,2022-07-01,USD,201122,SP500,FXReturn,374832.64669402473
SPY,2022-07-05,USD,201122,SP500,FXReturn,1160301.2819641938
SPY,2022-07-06,USD,201122,SP500,FXReturn,624747.73760338209
SPY,2022-07-07,USD,201122,SP500,FXReturn,163954.38091752143
SPY,2022-07-08,USD,201122,SP500,FXReturn,-181502.47582345069
SPY,2022-07-11,USD,201122,SP500,FXReturn,1101125.685889058
SPY,2022-07-12,USD,201122,SP500,FXReturn,23010.232014237328
SPY,2022-07-13,USD,201122,SP500,FXReturn,-182072.07435339634
SPY,2022-07-14,USD,201122,SP500,FXReturn,332708.82685515448
SPY,2022-07-15,USD,201122,SP500,FXReturn,-534133.69444814767
SPY,2022-07-18,USD,201122,SP500,FXReturn,-408900.72916655807
SPY,2022-07-19,USD,201122,SP500,FXReturn,-614953.903067299
SPY,2022-07-20,USD,201122,SP500,FXReturn,356370.64011787012
SPY,2022-07-21,USD,201122,SP500,FXReturn,-389012.3623882939
SPY,2022-07-22,USD,201122,SP500,FXReturn,138248.32629370844
SPY,2022-07-25,USD,201122,SP500,FXReturn,-76151.59055146575
SPY,2022-07-26,USD,201122,SP500,FXReturn,815858.69533888972
SPY,2022-07-27,USD,201122,SP500,FXReturn,-670484.19193900377
SPY,2022-07-28,USD,201122,SP500,FXReturn,46524.677897214315
SPY,2022-07-29,USD,201122,SP500,FXReturn,-172459.62611767877
SPY,2022-08-02,USD,201122,SP500,FXReturn,430833.49395226937
SPY,2022-08-03,USD,201122,SP500,FXReturn,0
SPY,2022-08-04,USD,201122,SP500,FXReturn,-632509.40161743655
SPY,2022-08-05,USD,201122,SP500,FXReturn,495236.10177796771
SPY,2022-08-08,USD,201122,SP500,FXReturn,-112164.11945841009
SPY,2022-08-09,USD,201122,SP500,FXReturn,-127662.5724414268
SPY,2022-08-10,USD,201122,SP500,FXReturn,-676691.22224188945
SPY,2022-08-11,USD,201122,SP500,FXReturn,-159024.6254620041
SPY,2022-08-12,USD,201122,SP500,FXReturn,470906.20751878945
SPY,2022-08-15,USD,201122,SP500,FXReturn,807716.25598918658
SPY,2022-08-16,USD,201122,SP500,FXReturn,-83475.774936316011
SPY,2022-08-17,USD,201122,SP500,FXReturn,-83474.956582890416
SPY,2022-08-18,USD,201122,SP500,FXReturn,768716.68020827649
SPY,2022-08-19,USD,201122,SP500,FXReturn,459098.95642285456
SPY,2022-08-22,USD,201122,SP500,FXReturn,791580.0913690587
SPY,2022-08-23,USD,201122,SP500,FXReturn,-218150.5624026536
SPY,2022-08-24,USD,201122,SP500,FXReturn,16699.897760955995
SPY,2022-08-25,USD,201122,SP500,FXReturn,-75337.195288773248
SPY,2022-08-26,USD,201122,SP500,FXReturn,110400.9842174251
SPY,2022-08-29,USD,201122,SP500,FXReturn,-278381.31151512126
SPY,2022-08-30,USD,201122,SP500,FXReturn,-137565.96282759792
SPY,2022-08-31,USD,201122,SP500,FXReturn,-357927.41490363824
SPY,2022-09-01,USD,201122,SP500,FXReturn,898055.98949623841
SPY,2022-09-02,USD,201122,SP500,FXReturn,-56400.809125615793
SPY,2022-09-06,USD,201122,SP500,FXReturn,392299.62330670067
SPY,2022-09-07,USD,201122,SP500,FXReturn,-769948.93731345586
SPY,2022-09-08,USD,201122,SP500,FXReturn,40029.172599081176
SPY,2022-09-09,USD,201122,SP500,FXReturn,-361172.4945316923
SPY,2022-09-12,USD,201122,SP500,FXReturn,-644004.48252801655
SPY,2022-09-13,USD,201122,SP500,FXReturn,1220740.1077290548
SPY,2022-09-14,USD,201122,SP500,FXReturn,-55637.23418426625
SPY,2022-09-15,USD,201122,SP500,FXReturn,-175018.03366665327
SPY,2022-09-16,USD,201122,SP500,FXReturn,-125363.25367334623
SPY,2022-09-19,USD,201122,SP500,FXReturn,-54080.940875647633
SPY,2022-09-20,USD,201122,SP500,FXReturn,406686.98984600953
SPY,2022-09-21,USD,201122,SP500,FXReturn,1047578.0512565466
SPY,2022-09-22,USD,201122,SP500,FXReturn,-15684.342986640027
SPY,2022-09-23,USD,201122,SP500,FXReturn,1176245.8503642455
SPY,2022-09-26,USD,201122,SP500,FXReturn,667822.90905644081
SPY,2022-09-27,USD,201122,SP500,FXReturn,111328.65308936175
SPY,2022-09-28,USD,201122,SP500,FXReturn,-1111497.3511331384
SPY,2022-09-29,USD,201122,SP500,FXReturn,-624073.220374415
SPY,2022-09-30,USD,201122,SP500,FXReturn,113809.45258303103
SPY,2022-10-03,USD,201122,SP500,FXReturn,-186559.173570367
SPY,2022-10-04,USD,201122,SP500,FXReturn,-1195395.4143440351
SPY,2022-10-05,USD,201122,SP500,FXReturn,778273.71461051435
SPY,2022-10-06,USD,201122,SP500,FXReturn,737044.378273358
SPY,2022-10-07,USD,201122,SP500,FXReturn,369999.86709306377
SPY,2022-10-10,USD,201122,SP500,FXReturn,316609.15289291815
SPY,2022-10-11,USD,201122,SP500,FXReturn,-23079.675360266629
SPY,2022-10-12,USD,201122,SP500,FXReturn,-7641.352994324493
SPY,2022-10-13,USD,201122,SP500,FXReturn,-521750.17603641917
SPY,2022-10-14,USD,201122,SP500,FXReturn,418455.56130121707
SPY,2022-10-17,USD,201122,SP500,FXReturn,-895183.52912826277
SPY,2022-10-18,USD,201122,SP500,FXReturn,-106563.7266634487
SPY,2022-10-19,USD,201122,SP500,FXReturn,628068.83360376768
SPY,2022-10-20,USD,201122,SP500,FXReturn,-93039.474873079555
SPY,2022-10-21,USD,201122,SP500,FXReturn,-586653.632459259
SPY,2022-10-24,USD,201122,SP500,FXReturn,-108249.47557481108
SPY,2022-10-25,USD,201122,SP500,FXReturn,-697052.460825736
SPY,2022-10-26,USD,201122,SP500,FXReturn,-871251.46678883862
SPY,2022-10-27,USD,201122,SP500,FXReturn,880168.30140901427
SPY,2022-10-28,USD,201122,SP500,FXReturn,-7699.8745549329487
SPY,2022-10-31,USD,201122,SP500,FXReturn,635685.88734302134
SPY,2022-11-01,USD,201122,SP500,FXReturn,71638.038309298645
SPY,2022-11-02,USD,201122,SP500,FXReturn,454759.15884960978
SPY,2022-11-03,USD,201122,SP500,FXReturn,519823.91216758639
SPY,2022-11-04,USD,201122,SP500,FXReturn,-1605768.6909034923
SPY,2022-11-07,USD,201122,SP500,FXReturn,-447527.570838304
SPY,2022-11-08,USD,201122,SP500,FXReturn,-401348.647528002
SPY,2022-11-09,USD,201122,SP500,FXReturn,403514.10279167461
SPY,2022-11-10,USD,201122,SP500,FXReturn,-1274806.9560476462
SPY,2022-11-11,USD,201122,SP500,FXReturn,-1218605.5201176575
SPY,2022-11-14,USD,201122,SP500,FXReturn,217419.54363989914
SPY,2022-11-15,USD,201122,SP500,FXReturn,-171068.46082900837
SPY,2022-11-16,USD,201122,SP500,FXReturn,-327924.69616245292
SPY,2022-11-17,USD,201122,SP500,FXReturn,236397.15403293754
SPY,2022-11-18,USD,201122,SP500,FXReturn,266879.37673435005
SPY,2022-11-21,USD,201122,SP500,FXReturn,594914.83330431092
SPY,2022-11-22,USD,201122,SP500,FXReturn,-488369.33051962242
SPY,2022-11-23,USD,201122,SP500,FXReturn,-808707.96463408356
SPY,2022-11-25,USD,201122,SP500,FXReturn,119497.25137032596
SPY,2022-11-28,USD,201122,SP500,FXReturn,489152.17308411811
SPY,2022-11-29,USD,201122,SP500,FXReturn,74591.15932889613
SPY,2022-11-30,USD,201122,SP500,FXReturn,-577015.95582082786
SPY,2022-12-01,USD,201122,SP500,FXReturn,-876242.80545162456
SPY,2022-12-02,USD,201122,SP500,FXReturn,-118228.66178246251
SPY,2022-12-05,USD,201122,SP500,FXReturn,347921.06072936143
SPY,2022-12-06,USD,201122,SP500,FXReturn,160981.06056527075
SPY,2022-12-07,USD,201122,SP500,FXReturn,-259280.35863913767
SPY,2022-12-08,USD,201122,SP500,FXReturn,-363666.79010825168
SPY,2022-12-09,USD,201122,SP500,FXReturn,186407.54606824953
SPY,2022-12-12,USD,201122,SP500,FXReturn,-35650.738735051578
SPY,2022-12-13,USD,201122,SP500,FXReturn,-680665.67344169132
SPY,2022-12-14,USD,201122,SP500,FXReturn,-370229.24927120621
SPY,2022-12-15,USD,201122,SP500,FXReturn,396308.40350790211
SPY,2022-12-16,USD,201122,SP500,FXReturn,306638.77783008263
SPY,2022-12-19,USD,201122,SP500,FXReturn,-157984.25690089134
SPY,2022-12-20,USD,201122,SP500,FXReturn,-108570.02395820983
SPY,2022-12-21,USD,201122,SP500,FXReturn,122331.4793802246
SPY,2022-12-22,USD,201122,SP500,FXReturn,69160.456227435148
SPY,2022-12-23,USD,201122,SP500,FXReturn,-143016.62005002875
SPY,2022-12-27,USD,201122,SP500,FXReturn,-163692.37879373872
SPY,2022-12-28,USD,201122,SP500,FXReturn,203923.85170043126
SPY,2022-12-29,USD,201122,SP500,FXReturn,-355020.55315939646
SPY,2022-12-30,USD,201122,SP500,FXReturn,-277126.43935717782
SPY,2023-01-03,USD,201122,SP500,FXReturn,1063122.7634012371
SPY,2023-01-04,USD,201122,SP500,FXReturn,-363163.78870748589
SPY,2023-01-05,USD,201122,SP500,FXReturn,546846.8865955855
SPY,2023-01-09,USD,201122,SP500,FXReturn,-1406250.9912300771
SPY,2023-01-10,USD,201122,SP500,FXReturn,-40644.84454048155
SPY,2023-01-11,USD,201122,SP500,FXReturn,-142894.94618566727
SPY,2023-01-12,USD,201122,SP500,FXReturn,-620568.04073564324
SPY,2023-01-13,USD,201122,SP500,FXReturn,122366.06204837791
SPY,2023-01-17,USD,201122,SP500,FXReturn,274447.14118863677
SPY,2023-01-18,USD,201122,SP500,FXReturn,-27485.821471183364
SPY,2023-01-19,USD,201122,SP500,FXReturn,-235851.27216929468
SPY,2023-01-20,USD,201122,SP500,FXReturn,-186220.35203544103
SPY,2023-01-23,USD,201122,SP500,FXReturn,-87737.8596065187
SPY,2023-01-24,USD,201122,SP500,FXReturn,-115790.75997788391
SPY,2023-01-25,USD,201122,SP500,FXReturn,-203238.38943385772
SPY,2023-01-26,USD,201122,SP500,FXReturn,176141.22891778007
SPY,2023-01-27,USD,201122,SP500,FXReturn,151346.17605736
SPY,2023-01-30,USD,201122,SP500,FXReturn,159247.21161468537
SPY,2023-01-31,USD,201122,SP500,FXReturn,-123121.21158022905
SPY,2023-02-01,USD,201122,SP500,FXReturn,-869830.25618812791
SPY,2023-02-02,USD,201122,SP500,FXReturn,544420.13802821061
SPY,2023-02-03,USD,201122,SP500,FXReturn,832885.65752508363
SPY,2023-02-06,USD,201122,SP500,FXReturn,451153.39350026927
SPY,2023-02-07,USD,201122,SP500,FXReturn,50147.043917667717
SPY,2023-02-08,USD,201122,SP500,FXReturn,101805.03909660544
SPY,2023-02-09,USD,201122,SP500,FXReturn,-193956.23671240997
SPY,2023-02-10,USD,201122,SP500,FXReturn,435782.17468598351
SPY,2023-02-13,USD,201122,SP500,FXReturn,-322709.80631969974
SPY,2023-02-14,USD,201122,SP500,FXReturn,-108224.41665391166
SPY,2023-02-15,USD,201122,SP500,FXReturn,332697.5553597933
SPY,2023-02-16,USD,201122,SP500,FXReturn,153333.88869121813
SPY,2023-02-17,USD,201122,SP500,FXReturn,-187140.52623447831
SPY,2023-02-21,USD,201122,SP500,FXReturn,345339.24228519062
SPY,2023-02-22,USD,201122,SP500,FXReturn,320043.96507279051
SPY,2023-02-23,USD,201122,SP500,FXReturn,42818.84519338885
SPY,2023-02-24,USD,201122,SP500,FXReturn,353380.7741021383
SPY,2023-02-27,USD,201122,SP500,FXReturn,-434731.20160765375
SPY,2023-02-28,USD,201122,SP500,FXReturn,221052.59222636331
SPY,2023-03-01,USD,201122,SP500,FXReturn,-628850.65701570688
SPY,2023-03-02,USD,201122,SP500,FXReturn,484749.08410624845
SPY,2023-03-03,USD,201122,SP500,FXReturn,-255670.63986408763
SPY,2023-03-06,USD,201122,SP500,FXReturn,-329380.65648998955
SPY,2023-03-07,USD,201122,SP500,FXReturn,946233.51675701689
SPY,2023-03-08,USD,201122,SP500,FXReturn,21608.473338783439
SPY,2023-03-09,USD,201122,SP500,FXReturn,-258914.76967164178
SPY,2023-03-10,USD,201122,SP500,FXReturn,-440604.28707811545
SPY,2023-03-13,USD,201122,SP500,FXReturn,-584548.77587192669
SPY,2023-03-14,USD,201122,SP500,FXReturn,-20193.312109288145
SPY,2023-03-15,USD,201122,SP500,FXReturn,1089895.9129251661
SPY,2023-03-16,USD,201122,SP500,FXReturn,-209436.26125773121
SPY,2023-03-17,USD,201122,SP500,FXReturn,-429628.38648242911
SPY,2023-03-20,USD,201122,SP500,FXReturn,-363607.69831035117
SPY,2023-03-21,USD,201122,SP500,FXReturn,-329352.80718927534
SPY,2023-03-22,USD,201122,SP500,FXReturn,-604077.46375863953
SPY,2023-03-23,USD,201122,SP500,FXReturn,167706.23981102454
SPY,2023-03-24,USD,201122,SP500,FXReturn,481834.54806415137
SPY,2023-03-27,USD,201122,SP500,FXReturn,-253540.55886449417
SPY,2023-03-28,USD,201122,SP500,FXReturn,-320167.57136800006
SPY,2023-03-29,USD,201122,SP500,FXReturn,0
SPY,2023-03-30,USD,201122,SP500,FXReturn,-396091.06209488749
SPY,2023-03-31,USD,201122,SP500,FXReturn,426044.0084014762
SPY,2023-04-03,USD,201122,SP500,FXReturn,-390452.65954053728
SPY,2023-04-04,USD,201122,SP500,FXReturn,-394823.27793759009
SPY,2023-04-05,USD,201122,SP500,FXReturn,337278.7422869642
SPY,2023-04-06,USD,201122,SP500,FXReturn,-117050.7027168288
SPY,2023-04-11,USD,201122,SP500,FXReturn,69077.5938833632
SPY,2023-04-12,USD,201122,SP500,FXReturn,-542988.8484735114
SPY,2023-04-13,USD,201122,SP500,FXReturn,-371921.32416734152
SPY,2023-04-14,USD,201122,SP500,FXReturn,335566.06215265248
SPY,2023-04-17,USD,201122,SP500,FXReturn,476468.37193981017
SPY,2023-04-18,USD,201122,SP500,FXReturn,-312537.45902218268
SPY,2023-04-19,USD,201122,SP500,FXReturn,117844.71987138347
SPY,2023-04-20,USD,201122,SP500,FXReturn,-90134.1838219076
SPY,2023-04-21,USD,201122,SP500,FXReturn,-137497.02794972507
SPY,2023-04-24,USD,201122,SP500,FXReturn,-369040.29770897183
SPY,2023-04-25,USD,201122,SP500,FXReturn,472688.74421204586
SPY,2023-04-26,USD,201122,SP500,FXReturn,-458485.09312242677
SPY,2023-04-27,USD,201122,SP500,FXReturn,86844.97036261014
SPY,2023-04-28,USD,201122,SP500,FXReturn,47780.186147607892
SPY,2023-05-02,USD,201122,SP500,FXReturn,144932.01268255041
SPY,2023-05-03,USD,201122,SP500,FXReturn,-407581.52497829549
SPY,2023-05-04,USD,201122,SP500,FXReturn,323474.19985584059
SPY,2023-05-05,USD,201122,SP500,FXReturn,-40300.934936891761
SPY,2023-05-08,USD,201122,SP500,FXReturn,88991.760856208217
SPY,2023-05-09,USD,201122,SP500,FXReturn,302850.07080371
SPY,2023-05-10,USD,201122,SP500,FXReturn,-137355.01751691118
SPY,2023-05-11,USD,201122,SP500,FXReturn,457308.75303291203
SPY,2023-05-12,USD,201122,SP500,FXReturn,462066.11122800526
SPY,2023-05-15,USD,201122,SP500,FXReturn,-168452.13323012652
SPY,2023-05-16,USD,201122,SP500,FXReturn,77380.8638935918
SPY,2023-05-17,USD,201122,SP500,FXReturn,154195.54263340181
SPY,2023-05-19,USD,201122,SP500,FXReturn,263910.48042225221
SPY,2023-05-22,USD,201122,SP500,FXReturn,-64886.152300416172
SPY,2023-05-23,USD,201122,SP500,FXReturn,311116.77143574186
SPY,2023-05-24,USD,201122,SP500,FXReturn,143920.15325702648
SPY,2023-05-25,USD,201122,SP500,FXReturn,208119.39787728683
SPY,2023-05-26,USD,201122,SP500,FXReturn,-36274.39492332525
SPY,2023-05-30,USD,201122,SP500,FXReturn,-66053.239884946044
SPY,2023-05-31,USD,201122,SP500,FXReturn,331504.85646497516
SPY,2023-06-01,USD,201122,SP500,FXReturn,-533400.930758017
SPY,2023-06-02,USD,201122,SP500,FXReturn,405013.56157519133
SPY,2023-06-05,USD,201122,SP500,FXReturn,-45027.269458803137
SPY,2023-06-07,USD,201122,SP500,FXReturn,112446.99390843655
SPY,2023-06-08,USD,201122,SP500,FXReturn,-624867.25890871335
SPY,2023-06-09,USD,201122,SP500,FXReturn,253268.44145365994
SPY,2023-06-12,USD,201122,SP500,FXReturn,-74790.873709381922
SPY,2023-06-13,USD,201122,SP500,FXReturn,-255549.58654072051
SPY,2023-06-14,USD,201122,SP500,FXReturn,-300561.07299037254
SPY,2023-06-15,USD,201122,SP500,FXReturn,-845552.1427012342
SPY,2023-06-16,USD,201122,SP500,FXReturn,89268.2704910948
SPY,2023-06-20,USD,201122,SP500,FXReturn,125899.78160056483
SPY,2023-06-21,USD,201122,SP500,FXReturn,-498660.22229743877
SPY,2023-06-22,USD,201122,SP500,FXReturn,203532.80258690458
SPY,2023-06-26,USD,201122,SP500,FXReturn,382137.144208121
SPY,2023-06-27,USD,201122,SP500,FXReturn,-399379.62613535515
SPY,2023-06-28,USD,201122,SP500,FXReturn,352144.6745779317
SPY,2023-06-29,USD,201122,SP500,FXReturn,347998.93460025283
SPY,2023-06-30,USD,201122,SP500,FXReturn,-341968.47325283196
SPY,2023-07-03,USD,201122,SP500,FXReturn,-7489.4238586210822
SPY,2023-07-05,USD,201122,SP500,FXReturn,452328.57274582976
SPY,2023-07-06,USD,201122,SP500,FXReturn,-271590.92003995483
SPY,2023-07-07,USD,201122,SP500,FXReturn,-592475.580636885
SPY,2023-07-10,USD,201122,SP500,FXReturn,-233984.78993337235
SPY,2023-07-11,USD,201122,SP500,FXReturn,-51131.892141508928
SPY,2023-07-12,USD,201122,SP500,FXReturn,-886434.803831588
SPY,2023-07-13,USD,201122,SP500,FXReturn,-689477.93221161165
SPY,2023-07-14,USD,201122,SP500,FXReturn,-21525.691692101595
SPY,2023-07-17,USD,201122,SP500,FXReturn,-50150.6496259422
SPY,2023-07-18,USD,201122,SP500,FXReturn,57519.161946998465
SPY,2023-07-19,USD,201122,SP500,FXReturn,203464.98344252721
SPY,2023-07-20,USD,201122,SP500,FXReturn,514283.14648463996
SPY,2023-07-21,USD,201122,SP500,FXReturn,36736.846931436339
SPY,2023-07-24,USD,201122,SP500,FXReturn,450863.5977551394
SPY,2023-07-25,USD,201122,SP500,FXReturn,67241.190540613723
SPY,2023-07-26,USD,201122,SP500,FXReturn,-224323.35999167679
SPY,2023-07-27,USD,201122,SP500,FXReturn,828643.00282011682
SPY,2023-07-28,USD,201122,SP500,FXReturn,-316233.57267595816
SPY,2023-07-31,USD,201122,SP500,FXReturn,166963.56091415926
SPY,2023-08-02,USD,201122,SP500,FXReturn,436541.97294767812
SPY,2023-08-03,USD,201122,SP500,FXReturn,-60513.592814876218
SPY,2023-08-04,USD,201122,SP500,FXReturn,-494460.56977707782
SPY,2023-08-07,USD,201122,SP500,FXReturn,59349.011645312043
SPY,2023-08-08,USD,201122,SP500,FXReturn,361038.59730783687
SPY,2023-08-09,USD,201122,SP500,FXReturn,-142665.68495235685
SPY,2023-08-10,USD,201122,SP500,FXReturn,-44649.234460178552
SPY,2023-08-11,USD,201122,SP500,FXReturn,261237.76885625164
SPY,2023-08-14,USD,201122,SP500,FXReturn,300435.71146432532
SPY,2023-08-15,USD,201122,SP500,FXReturn,0
SPY,2023-08-16,USD,201122,SP500,FXReturn,225372.81891043144
SPY,2023-08-17,USD,201122,SP500,FXReturn,22439.811715386262
SPY,2023-08-18,USD,201122,SP500,FXReturn,44574.539164746689
SPY,2023-08-21,USD,201122,SP500,FXReturn,-192894.42964997861
SPY,2023-08-22,USD,201122,SP500,FXReturn,351642.14110710478
SPY,2023-08-23,USD,201122,SP500,FXReturn,-112252.05803583082
SPY,2023-08-24,USD,201122,SP500,FXReturn,379566.05767888227
SPY,2023-08-25,USD,201122,SP500,FXReturn,67743.077204173358
SPY,2023-08-28,USD,201122,SP500,FXReturn,-128765.93323438046
SPY,2023-08-29,USD,201122,SP500,FXReturn,-454112.28402159683
SPY,2023-08-30,USD,201122,SP500,FXReturn,-357328.52789154585
SPY,2023-08-31,USD,201122,SP500,FXReturn,635730.147443294
SPY,2023-09-01,USD,201122,SP500,FXReturn,527366.640901648
SPY,2023-09-05,USD,201122,SP500,FXReturn,416450.57784558227
SPY,2023-09-06,USD,201122,SP500,FXReturn,-55000.035737686267
SPY,2023-09-07,USD,201122,SP500,FXReturn,218950.11324436803
SPY,2023-09-08,USD,201122,SP500,FXReturn,0
SPY,2023-09-11,USD,201122,SP500,FXReturn,-381814.14950556017
SPY,2023-09-12,USD,201122,SP500,FXReturn,-31218.834491077898
SPY,2023-09-13,USD,201122,SP500,FXReturn,186632.77833539603
SPY,2023-09-14,USD,201122,SP500,FXReturn,684398.128713445
SPY,2023-09-15,USD,201122,SP500,FXReturn,-111843.70053038272
SPY,2023-09-18,USD,201122,SP500,FXReturn,-274007.70047397231
SPY,2023-09-19,USD,201122,SP500,FXReturn,101624.14169516519
SPY,2023-09-20,USD,201122,SP500,FXReturn,140826.92980465462
SPY,2023-09-21,USD,201122,SP500,FXReturn,7765.6110365929453
SPY,2023-09-22,USD,201122,SP500,FXReturn,45853.662422311456
SPY,2023-09-25,USD,201122,SP500,FXReturn,475791.40660476661
SPY,2023-09-26,USD,201122,SP500,FXReturn,155322.20032286219
SPY,2023-09-27,USD,201122,SP500,FXReturn,540232.33907283552
SPY,2023-09-28,USD,201122,SP500,FXReturn,-455994.99031744956
SPY,2023-09-29,USD,201122,SP500,FXReturn,-84942.6064848046
SPY,2023-10-02,USD,201122,SP500,FXReturn,729848.561422353
SPY,2023-10-03,USD,201122,SP500,FXReturn,86230.4392174856
