Ticker,DateScenario,Currency,NbShares,RiskType,ScenarioValue
MMM,2021-10-07,USD,-7744.0,EquityReturn,4022.8571428571045
MMM,2021-10-08,USD,-7744.0,TotalReturn,7442.7088556527851
MMM,2021-10-08,USD,-7744.0,FXReturn,1752.0371170859453
MMM,2021-10-08,USD,-7744.0,EquityReturn,5690.6717385667635
MMM,2021-10-11,USD,-7744.0,TotalReturn,2850.8507207187067
MMM,2021-10-11,USD,-7744.0,FXReturn,-1640.9508549023003
MMM,2021-10-11,USD,-7744.0,EquityReturn,4491.8015756210743
MMM,2021-10-12,USD,-7744.0,TotalReturn,2577.9895401955073
MMM,2021-10-12,USD,-7744.0,FXReturn,-2460.6154741187411
MMM,2021-10-12,USD,-7744.0,EquityReturn,5038.6050143142184
MMM,2021-10-13,USD,-7744.0,TotalReturn,-4343.6264112530007
MMM,2021-10-13,USD,-7744.0,FXReturn,6612.3432229775772
MMM,2021-10-13,USD,-7744.0,EquityReturn,-10955.969634230412
MMM,2021-10-14,USD,-7744.0,TotalReturn,-20835.677291019281
MMM,2021-10-14,USD,-7744.0,FXReturn,204.17090632418555
MMM,2021-10-14,USD,-7744.0,EquityReturn,-21039.84819734349
MMM,2021-10-15,USD,-7744.0,TotalReturn,-10191.92357521444
MMM,2021-10-15,USD,-7744.0,FXReturn,622.97297650981011
MMM,2021-10-15,USD,-7744.0,EquityReturn,-10814.896551724169
MMM,2021-10-18,USD,-7744.0,TotalReturn,2409.1874496900291
MMM,2021-10-18,USD,-7744.0,FXReturn,941.63641170211906
MMM,2021-10-18,USD,-7744.0,EquityReturn,1467.5510379877603
MMM,2021-10-19,USD,-7744.0,TotalReturn,-1531.040696381524
MMM,2021-10-19,USD,-7744.0,FXReturn,2396.8822747327081
MMM,2021-10-19,USD,-7744.0,EquityReturn,-3927.92297111419
MMM,2021-10-20,USD,-7744.0,TotalReturn,1040.0016625689132
MMM,2021-10-20,USD,-7744.0,FXReturn,1771.2575643628309
MMM,2021-10-20,USD,-7744.0,EquityReturn,-731.25590179404708
MMM,2021-10-21,USD,-7744.0,TotalReturn,-922.74929003809848
MMM,2021-10-21,USD,-7744.0,FXReturn,-2921.8887788941065
MMM,2021-10-21,USD,-7744.0,EquityReturn,1999.1394888562672
MMM,2021-10-22,USD,-7744.0,TotalReturn,11485.763251330707
MMM,2021-10-22,USD,-7744.0,FXReturn,2709.1855918473661
MMM,2021-10-22,USD,-7744.0,EquityReturn,8776.5776594830822
MMM,2021-10-25,USD,-7744.0,TotalReturn,-14922.551480309186
MMM,2021-10-25,USD,-7744.0,FXReturn,-4246.6941651271281
MMM,2021-10-25,USD,-7744.0,EquityReturn,-10675.857315181765
MMM,2021-10-26,USD,-7744.0,TotalReturn,448.30314159236514
MMM,2021-10-26,USD,-7744.0,FXReturn,-1154.5946591840814
MMM,2021-10-26,USD,-7744.0,EquityReturn,1602.8978007762573
MMM,2021-10-27,USD,-7744.0,TotalReturn,27103.946473379972
MMM,2021-10-27,USD,-7744.0,FXReturn,943.58797631010646
MMM,2021-10-27,USD,-7744.0,EquityReturn,26160.35849706989
MMM,2021-10-28,USD,-7744.0,TotalReturn,-3169.36712700737
MMM,2021-10-28,USD,-7744.0,FXReturn,7638.6815072934651
MMM,2021-10-28,USD,-7744.0,EquityReturn,-10808.048634300852
MMM,2021-10-29,USD,-7744.0,TotalReturn,-4202.13238216832
MMM,2021-10-29,USD,-7744.0,FXReturn,-12173.207548676217
MMM,2021-10-29,USD,-7744.0,EquityReturn,7971.0751665080734
MMM,2021-11-01,USD,-7744.0,TotalReturn,-1364.55158778873
MMM,2021-11-01,USD,-7744.0,FXReturn,4640.6181520010377
MMM,2021-11-01,USD,-7744.0,EquityReturn,-6005.1697397898015
MMM,2021-11-02,USD,-7744.0,TotalReturn,-18988.538872503083
MMM,2021-11-02,USD,-7744.0,FXReturn,-3001.5301483088342
MMM,2021-11-02,USD,-7744.0,EquityReturn,-15987.008724194435
MMM,2021-11-03,USD,-7744.0,TotalReturn,1725.5695479253391
MMM,2021-11-03,USD,-7744.0,FXReturn,3459.7986607592015
MMM,2021-11-03,USD,-7744.0,EquityReturn,-1734.2291128337031
MMM,2021-11-04,USD,-7744.0,TotalReturn,4757.1086154116256
MMM,2021-11-04,USD,-7744.0,FXReturn,-6102.7251796021055
MMM,2021-11-04,USD,-7744.0,EquityReturn,10859.83379501369
MMM,2021-11-05,USD,-7744.0,TotalReturn,-6502.0989498784365
MMM,2021-11-05,USD,-7744.0,FXReturn,1465.5303082920773
MMM,2021-11-05,USD,-7744.0,EquityReturn,-7967.6292581704838
MMM,2021-11-08,USD,-7744.0,TotalReturn,3839.0462542237874
MMM,2021-11-08,USD,-7744.0,FXReturn,2101.2247455063293
MMM,2021-11-08,USD,-7744.0,EquityReturn,1737.8215087175465
MMM,2021-11-09,USD,-7744.0,TotalReturn,1926.4431234653985
MMM,2021-11-09,USD,-7744.0,FXReturn,523.42353930511172
MMM,2021-11-09,USD,-7744.0,EquityReturn,1403.0195841599875
MMM,2021-11-10,USD,-7744.0,TotalReturn,-19280.899341647557
MMM,2021-11-10,USD,-7744.0,FXReturn,-11926.865537849048
MMM,2021-11-10,USD,-7744.0,EquityReturn,-7354.0338037984029
MMM,2021-11-11,USD,-7744.0,TotalReturn,11937.228179825399
MMM,2021-11-11,USD,-7744.0,FXReturn,-3009.7063179911984
MMM,2021-11-11,USD,-7744.0,EquityReturn,14946.934497816455
